id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,price_range_2
764,1748,1,0.8,0,0.6931471805599453,0,7,0.5,189,7,4,51.33932567271642,802,989,12,2.0794415416798357,8,0,1,0,0,low cost
765,1859,0,0.5,1,0.0,1,47,0.1,85,7,0,15.568978775126677,1706,2691,14,2.6390573296152584,19,1,0,1,3,very high cost
766,975,1,0.9,0,1.791759469228055,0,6,0.6,163,6,17,103.40600442506701,1669,3787,8,2.0794415416798357,18,0,0,0,3,very high cost
767,1597,0,0.9,1,1.0986122886681098,1,10,0.6,172,7,5,136.6428757643812,1670,2138,12,2.0794415416798357,18,1,0,0,2,high cost
768,1941,0,2.3,1,2.302585092994046,0,42,0.7,108,4,12,15.940916400970952,726,763,13,1.3862943611198906,14,0,1,1,0,low cost
769,1061,0,2.6,1,1.9459101490553132,0,49,0.6,133,7,20,116.80655564088528,1222,2260,19,2.833213344056216,2,0,0,1,2,high cost
770,1620,1,2.0,1,2.0794415416798357,1,11,0.5,191,4,11,83.93431066787238,1668,1732,13,1.0986122886681098,13,1,0,1,1,medium cost
771,1366,1,1.3,0,1.791759469228055,0,51,1.0,129,3,15,109.64016740919048,1760,2716,17,2.772588722239781,2,0,1,0,3,very high cost
772,1324,0,1.7,1,2.302585092994046,0,46,0.1,107,2,19,23.497606285478945,553,1424,16,2.0794415416798357,13,1,0,0,0,low cost
773,1363,1,2.6,1,0.6931471805599453,1,39,0.2,129,5,2,88.34469780627934,1248,267,6,0.6931471805599453,15,1,1,0,0,low cost
774,1570,1,2.8,0,0.0,1,18,0.4,148,5,13,85.08704282514209,544,3153,6,1.0986122886681098,7,1,1,1,2,high cost
775,1524,0,2.1,1,1.9459101490553132,1,64,0.4,83,5,16,70.57680231059736,592,2905,6,0.6931471805599453,2,1,1,1,2,high cost
776,1179,0,2.1,0,0.0,0,2,0.3,93,3,0,82.75950634453407,536,1435,19,2.6390573296152584,2,0,1,0,0,low cost
777,1555,0,0.5,1,2.1972245773362196,1,2,0.9,90,2,11,22.903628357747884,516,3596,11,1.9459101490553132,6,1,1,1,3,very high cost
778,981,1,0.5,1,0.6931471805599453,0,15,0.5,159,5,10,27.663302093841754,1485,1831,17,2.3978952727983707,7,1,1,1,1,medium cost
779,1920,1,2.5,0,1.9459101490553132,1,8,0.4,194,1,7,91.22046459524826,1125,2099,10,1.791759469228055,4,1,1,1,2,high cost
780,1470,0,0.5,0,0.0,0,54,0.1,84,6,1,88.80752994779769,1512,1790,16,2.0794415416798357,19,0,1,1,2,high cost
781,1986,0,0.8,0,1.791759469228055,1,13,0.2,108,8,7,102.66338374604597,1962,1190,7,1.791759469228055,17,1,1,0,1,medium cost
782,1371,0,2.8,1,1.0986122886681098,1,19,0.6,94,4,3,117.51580533735286,1676,1767,6,0.6931471805599453,8,1,0,1,1,medium cost
783,1852,0,1.6,1,1.791759469228055,1,25,0.1,85,3,15,91.22046459524826,1353,3199,8,1.6094379124341003,4,1,0,0,3,very high cost
784,1472,0,1.4,1,2.0794415416798357,0,6,0.1,182,8,10,108.84806508719899,1131,1621,17,0.0,19,1,0,1,1,medium cost
785,1055,1,1.2,1,2.9444389791664403,1,29,0.8,101,6,19,45.406139894881846,579,2364,13,1.3862943611198906,3,1,1,1,1,medium cost
786,1371,1,2.1,1,0.0,0,3,0.3,173,2,12,15.568978775126677,785,2202,15,2.70805020110221,5,1,1,1,1,medium cost
787,782,0,1.1,0,0.0,1,38,0.4,199,7,2,70.36778729432163,1910,2753,14,2.6390573296152584,20,1,0,1,2,high cost
788,1452,1,0.9,1,1.9459101490553132,1,36,0.5,82,5,12,96.81686987110609,1680,1005,12,1.6094379124341003,15,1,0,1,1,medium cost
789,519,1,2.0,1,2.4849066497880004,1,33,0.7,135,1,12,86.53822930834784,889,889,19,1.3862943611198906,9,1,1,0,0,low cost
790,1989,0,1.8,1,2.833213344056216,1,10,0.9,86,3,18,41.10260746361847,576,2158,14,2.1972245773362196,4,1,0,0,2,high cost
791,1754,0,1.6,0,0.0,0,15,0.1,166,5,1,67.02367920174828,1810,1966,12,2.0794415416798357,7,1,0,0,2,high cost
792,1329,0,1.0,0,1.3862943611198906,1,42,0.1,144,7,4,90.55102019205192,896,774,14,2.1972245773362196,10,1,1,1,0,low cost
793,1093,0,1.1,1,0.0,0,42,0.4,114,1,4,102.97379237507263,1425,2856,12,1.3862943611198906,2,0,0,1,2,high cost
794,986,1,2.2,1,1.791759469228055,1,38,0.3,95,7,9,1.6093694016822333,1359,343,15,2.6390573296152584,12,1,1,0,0,low cost
795,848,0,1.1,1,2.0794415416798357,1,39,0.4,107,4,16,148.06802801680053,1812,475,18,1.6094379124341003,16,1,0,0,0,low cost
796,1146,0,0.5,1,1.6094379124341003,1,21,0.5,152,7,6,107.70074814639996,994,1182,15,1.0986122886681098,19,1,0,0,0,low cost
797,841,1,0.5,0,0.0,0,59,0.2,103,6,16,59.900875732207886,1642,1169,8,1.9459101490553132,10,0,0,0,0,low cost
798,1140,1,0.9,1,0.0,0,40,0.1,119,3,1,53.54941113592259,555,3386,13,1.6094379124341003,2,1,0,0,2,high cost
799,1091,1,1.8,1,1.6094379124341003,0,8,0.5,100,3,8,95.6524656384845,922,3626,5,0.0,14,1,1,1,3,very high cost
800,1360,0,0.7,0,2.1972245773362196,1,25,0.4,108,7,20,83.76785604737859,681,3934,16,1.6094379124341003,5,1,0,0,3,very high cost
801,1038,0,1.0,0,1.0986122886681098,0,28,0.2,154,4,6,117.31386468739244,1246,3913,11,0.6931471805599453,16,1,1,0,3,very high cost
802,1111,0,2.5,1,1.6094379124341003,0,46,0.4,152,1,11,36.11692489984203,1981,851,14,2.1972245773362196,2,0,0,0,0,low cost
803,1220,0,0.5,1,2.1972245773362196,0,52,0.8,121,3,19,110.59019045383202,1470,1458,18,2.5649493574615367,19,0,1,1,1,medium cost
804,1636,1,1.8,0,2.302585092994046,0,52,0.9,188,5,11,88.73062667697654,635,2363,13,0.0,9,0,0,1,2,high cost
805,1800,1,1.6,1,1.0986122886681098,0,23,0.8,187,2,8,48.705757977030196,1137,1966,15,1.0986122886681098,7,0,0,0,1,medium cost
806,674,1,2.4,0,1.791759469228055,0,49,0.6,130,1,9,1.0704476817214474,1936,2179,8,0.0,20,1,1,0,1,medium cost
807,1591,1,2.4,0,1.6094379124341003,0,3,0.5,192,8,5,96.95251587098116,700,615,19,1.9459101490553132,12,1,0,1,0,low cost
808,1190,0,0.8,0,1.791759469228055,0,61,0.6,145,3,16,69.94740849439661,1044,305,7,0.0,14,0,1,0,0,low cost
809,572,0,2.8,0,1.6094379124341003,1,35,0.2,99,6,5,89.34324880377338,1539,3106,12,0.6931471805599453,16,1,0,0,2,high cost
810,1143,1,2.9,0,0.0,0,64,1.0,143,8,0,73.62283882444117,535,2080,16,1.791759469228055,15,0,1,1,1,medium cost
811,1492,0,0.5,0,2.6390573296152584,0,36,0.4,185,1,16,79.54050030134293,1764,592,10,2.0794415416798357,18,0,0,1,0,low cost
812,1825,1,2.3,0,2.302585092994046,1,27,0.8,163,8,11,20.096315567405558,1005,2502,15,2.4849066497880004,2,1,0,1,2,high cost
813,1450,1,2.4,0,1.0986122886681098,1,45,0.6,83,5,8,54.96946688799008,648,941,13,2.5649493574615367,7,1,0,1,0,low cost
814,1629,1,2.3,0,1.6094379124341003,0,48,0.4,121,1,8,128.5957786480351,1634,2532,5,1.6094379124341003,14,1,0,0,2,high cost
815,669,0,0.5,1,0.0,0,46,0.7,144,2,0,83.18167624193903,1854,2981,17,2.0794415416798357,14,0,0,1,2,high cost
816,575,1,1.1,0,1.0986122886681098,0,10,0.2,163,5,11,93.18789563779403,1825,2956,17,2.0794415416798357,20,1,0,1,2,high cost
817,900,1,2.8,0,1.3862943611198906,0,56,0.9,112,4,18,94.81791947163948,721,2281,8,1.0986122886681098,14,1,1,1,1,medium cost
818,1057,1,0.5,0,1.6094379124341003,1,42,0.7,112,7,7,105.82484458980487,824,2688,6,1.3862943611198906,3,1,0,0,2,high cost
819,1247,0,0.8,1,2.833213344056216,0,24,0.8,116,5,20,121.96629634958981,1350,522,9,1.0986122886681098,20,0,1,1,0,low cost
820,1992,1,1.3,1,2.1972245773362196,1,43,1.0,153,5,15,-0.3292755619329648,883,2179,7,1.9459101490553132,20,1,1,0,1,medium cost
821,974,0,2.1,0,0.6931471805599453,1,17,0.7,162,4,3,70.05279898628957,514,1901,16,0.0,9,1,0,1,1,medium cost
822,1715,1,0.5,1,2.1972245773362196,1,47,0.4,116,8,9,111.03288292070965,1219,3163,18,2.772588722239781,11,1,0,1,3,very high cost
823,1570,0,0.5,0,2.772588722239781,1,26,0.6,157,2,20,67.13476989706108,1406,426,8,0.0,11,1,0,0,0,low cost
824,1724,0,2.0,1,0.6931471805599453,0,21,0.2,105,2,8,34.38754870266669,1609,695,16,0.0,12,1,1,0,0,low cost
825,1886,1,1.6,0,0.0,1,47,0.1,180,5,6,71.71273614103642,1606,3287,12,1.3862943611198906,17,1,0,1,3,very high cost
826,1177,0,2.4,1,2.0794415416798357,1,38,0.7,162,6,16,127.19150799362245,1975,1880,16,1.6094379124341003,18,1,1,1,2,high cost
827,1036,0,1.4,1,1.9459101490553132,1,37,0.5,184,7,10,76.98385026879149,523,3864,5,1.0986122886681098,13,1,1,1,3,very high cost
828,1336,1,2.6,0,2.0794415416798357,0,26,0.5,83,5,17,57.29470613182091,1402,325,8,1.0986122886681098,9,1,0,0,0,low cost
829,1004,0,1.9,0,2.5649493574615367,0,24,0.8,128,8,17,104.86749211162731,1537,650,6,0.0,17,0,1,0,0,low cost
830,1123,1,2.9,1,2.3978952727983707,0,5,0.1,145,3,15,97.02023457522637,1557,2567,11,2.1972245773362196,10,0,1,1,2,high cost
831,1730,0,1.3,1,1.0986122886681098,1,48,0.4,198,2,13,136.24969535010123,1934,2452,8,1.0986122886681098,11,1,1,1,3,very high cost
832,1890,0,2.1,1,2.6390573296152584,1,17,0.5,127,4,17,114.95036929110802,1546,2585,5,1.0986122886681098,14,1,1,1,3,very high cost
833,1055,1,3.0,1,0.6931471805599453,0,56,0.6,111,7,8,105.64634934122112,861,1532,5,0.0,13,1,0,0,1,medium cost
834,805,1,2.4,1,1.0986122886681098,0,59,0.7,110,1,3,111.03288292070965,1984,2917,12,1.0986122886681098,20,1,1,0,3,very high cost
835,608,0,1.3,1,2.772588722239781,1,2,0.4,139,3,16,33.49450395558784,643,3635,13,1.6094379124341003,8,1,0,0,2,high cost
836,1130,0,0.6,0,1.791759469228055,0,51,0.5,175,8,12,64.52061415329105,585,2098,5,1.0986122886681098,18,1,0,0,1,medium cost
837,1208,1,0.7,0,2.1972245773362196,0,13,0.9,86,3,18,103.0357048093743,865,484,11,2.302585092994046,3,1,1,1,0,low cost
838,535,0,1.3,0,0.6931471805599453,0,53,0.5,151,7,3,66.46482176701994,744,720,10,1.0986122886681098,16,0,1,0,0,low cost
839,1191,1,1.7,0,0.6931471805599453,0,7,0.4,102,3,2,132.57861813176075,1418,2734,18,1.791759469228055,15,1,1,0,2,high cost
840,922,0,2.7,1,0.0,1,3,0.5,100,4,0,59.2615923411026,1364,3910,18,2.1972245773362196,10,1,0,0,3,very high cost
841,966,1,0.5,0,1.3862943611198906,0,37,0.7,123,3,7,134.05149349923835,1896,817,6,1.791759469228055,20,1,0,0,0,low cost
842,1351,1,0.7,0,2.3978952727983707,0,48,0.5,134,8,16,99.02029779042,727,3781,15,0.0,5,0,0,1,3,very high cost
843,732,0,1.3,1,2.5649493574615367,1,48,0.5,141,4,16,96.54473877920393,1813,832,18,2.3978952727983707,4,1,0,0,0,low cost
844,1005,0,2.0,1,2.302585092994046,1,11,0.8,132,1,16,54.5477009112874,1123,939,11,1.6094379124341003,8,1,1,1,0,low cost
845,1575,1,2.4,1,1.0986122886681098,0,22,0.7,81,2,7,42.40126903029296,1160,1091,16,2.1972245773362196,7,0,0,1,0,low cost
846,1427,0,2.8,1,2.3978952727983707,1,11,0.5,155,1,14,47.085245493551554,1784,2417,9,1.3862943611198906,8,1,1,0,2,high cost
847,1306,1,2.9,0,1.791759469228055,0,26,0.9,145,4,12,25.77870720896087,1247,2552,17,0.0,8,0,0,1,2,high cost
848,1911,1,1.1,0,1.3862943611198906,0,25,0.4,106,5,12,77.90966933354099,659,1251,11,0.0,2,1,0,0,1,medium cost
849,1170,1,2.2,0,1.6094379124341003,1,63,0.7,83,1,5,79.36148915106196,1905,2658,11,2.3978952727983707,11,1,0,1,2,high cost
850,1278,0,1.5,1,1.9459101490553132,0,64,0.2,146,8,13,103.09756109353143,1521,339,6,0.6931471805599453,12,0,1,0,0,low cost
851,1709,0,0.5,0,0.0,1,55,0.8,144,3,3,56.892075099272276,1310,3124,15,2.0794415416798357,19,1,1,0,3,very high cost
852,1904,0,0.8,1,1.0986122886681098,1,27,0.6,198,6,7,121.39451003283149,1442,2387,5,1.6094379124341003,19,1,0,1,2,high cost
853,1741,1,0.5,1,1.9459101490553132,0,37,0.7,183,1,16,3.8218929096990943,1562,1415,17,2.302585092994046,10,0,0,1,1,medium cost
854,1288,1,0.5,1,0.0,0,48,0.5,92,6,3,104.86749211162731,1021,2465,5,1.6094379124341003,16,0,1,0,2,high cost
855,1976,0,2.5,1,1.6094379124341003,0,33,0.7,196,3,15,117.06065112184997,1131,2947,16,2.4849066497880004,4,1,1,1,3,very high cost
856,1270,0,0.5,0,0.6931471805599453,1,62,0.5,142,4,2,89.57146211359408,695,3747,18,2.6390573296152584,8,1,0,1,3,very high cost
857,1246,0,1.6,1,0.0,0,52,0.6,187,8,4,86.13851213221231,818,552,7,1.3862943611198906,8,1,1,1,0,low cost
858,1544,1,0.5,1,2.5649493574615367,1,20,0.9,144,5,14,91.22046459524826,1414,1826,11,2.3978952727983707,5,1,0,0,1,medium cost
859,671,0,0.5,0,0.6931471805599453,0,38,0.1,105,8,5,92.46620553607565,722,2210,6,0.6931471805599453,18,0,1,1,1,medium cost
860,582,1,2.3,1,1.9459101490553132,1,51,0.9,156,4,14,127.76510627241929,1367,2587,6,1.3862943611198906,18,1,1,0,2,high cost
861,1951,0,2.1,0,1.791759469228055,0,22,0.5,132,6,6,118.56694928308806,1663,945,16,1.791759469228055,4,1,0,1,1,medium cost
862,822,0,1.1,1,1.0986122886681098,0,44,0.9,146,2,4,61.280259716710674,527,3288,8,1.791759469228055,17,1,1,0,2,high cost
863,733,1,0.5,1,2.302585092994046,1,63,0.1,153,4,10,99.99827459365856,993,3003,12,2.302585092994046,12,1,0,1,2,high cost
864,820,1,0.5,1,2.3978952727983707,1,15,0.3,149,8,12,46.420923371010424,532,702,6,0.0,19,1,1,0,0,low cost
865,1455,0,2.2,1,2.1972245773362196,1,19,0.3,174,4,10,31.88205925308778,628,2029,8,0.0,10,1,0,0,1,medium cost
866,1723,1,0.6,1,0.6931471805599453,0,57,0.3,122,5,19,133.35942351753636,1572,3138,12,2.1972245773362196,11,0,1,0,3,very high cost
867,1869,0,1.6,0,1.0986122886681098,1,60,1.0,124,6,16,85.97790328094005,566,1521,14,2.1972245773362196,18,1,1,0,1,medium cost
868,1670,0,0.5,0,0.6931471805599453,1,33,0.9,127,2,3,49.65194554699726,807,1830,5,0.0,6,1,1,1,1,medium cost
869,1734,0,1.4,1,2.1972245773362196,0,57,0.5,188,4,15,90.1007900637077,584,3822,9,1.6094379124341003,6,0,1,1,3,very high cost
870,602,0,2.5,0,2.0794415416798357,1,59,0.3,166,4,11,28.1846000259347,637,1914,11,1.0986122886681098,10,1,1,0,0,low cost
871,1060,0,2.5,1,1.9459101490553132,1,31,0.6,162,1,11,90.77494858781643,1212,2819,10,1.6094379124341003,16,1,1,1,2,high cost
872,1445,1,1.4,0,2.4849066497880004,1,8,0.7,164,4,14,103.5904041985685,1766,3120,7,1.3862943611198906,15,1,0,0,3,very high cost
873,1005,1,1.6,1,1.9459101490553132,0,32,0.6,199,7,13,110.08882936687623,1750,2119,14,2.302585092994046,5,1,1,1,2,high cost
874,536,0,0.5,0,2.1972245773362196,1,27,0.3,108,1,13,141.14159366728776,1962,1676,14,2.0794415416798357,20,1,0,1,1,medium cost
875,1255,0,1.1,0,0.0,1,34,0.2,85,3,1,37.77692996322952,722,1749,19,2.8903717578961645,8,1,1,1,1,medium cost
876,1252,1,2.6,1,0.6931471805599453,1,43,0.8,124,1,3,44.368309165804504,538,2447,18,2.772588722239781,11,1,0,0,1,medium cost
877,1471,1,2.0,0,0.0,1,54,0.7,127,8,0,50.88498090386692,1134,3315,17,0.6931471805599453,4,1,0,1,3,very high cost
878,914,1,2.3,1,0.0,1,47,0.5,119,3,3,100.77052448820321,796,3402,14,2.3978952727983707,5,1,0,1,3,very high cost
879,1439,1,2.6,1,1.3862943611198906,1,14,0.3,101,8,6,98.09441994626826,716,763,5,1.3862943611198906,4,1,0,0,0,low cost
880,732,1,0.5,0,1.9459101490553132,0,60,0.1,92,4,9,97.02023457522637,1025,3065,19,2.5649493574615367,14,0,1,1,2,high cost
881,1025,1,1.9,0,1.3862943611198906,1,38,0.7,138,7,5,35.69136193071691,1238,3530,5,0.0,11,1,1,0,3,very high cost
882,842,0,2.7,1,2.9444389791664403,0,31,0.4,161,1,20,19.106110640162758,1634,496,14,0.6931471805599453,14,1,1,0,0,low cost
883,643,1,1.8,1,0.0,0,28,0.4,199,1,20,86.93539909102134,1273,2885,8,1.9459101490553132,5,0,0,1,2,high cost
884,667,0,0.7,1,2.1972245773362196,0,23,0.8,136,4,14,96.74894223883634,1372,3720,19,2.3978952727983707,10,1,1,0,3,very high cost
885,1791,1,2.3,0,1.791759469228055,0,29,0.9,196,1,6,118.31804052246382,1602,2500,10,2.0794415416798357,2,1,1,0,2,high cost
886,1104,0,0.5,1,1.0986122886681098,0,57,0.6,129,5,15,141.80620663575158,1750,2254,14,2.0794415416798357,16,1,1,0,2,high cost
887,1276,1,3.0,0,1.791759469228055,1,33,0.6,136,4,13,6.966390508696277,1719,2395,11,0.6931471805599453,10,1,1,0,2,high cost
888,927,0,1.2,1,1.0986122886681098,1,22,0.1,162,2,3,121.58559371204859,1692,3741,7,1.6094379124341003,5,1,0,1,3,very high cost
889,859,0,1.1,1,2.4849066497880004,1,19,0.5,139,5,16,113.84518239304874,1713,2473,10,1.6094379124341003,17,1,1,1,2,high cost
890,1162,1,2.9,1,1.0986122886681098,0,57,0.3,146,7,19,3.8218929096990943,555,1316,10,1.0986122886681098,3,1,0,1,0,low cost
891,1876,0,2.4,0,2.4849066497880004,0,22,0.7,168,2,18,45.06282019793754,1512,1403,15,2.4849066497880004,13,1,0,0,1,medium cost
892,1057,0,2.7,1,1.3862943611198906,0,36,0.7,105,3,11,131.07738901496276,1351,2521,19,2.772588722239781,6,0,1,1,2,high cost
893,1926,0,1.8,0,0.6931471805599453,0,15,0.9,86,2,5,86.21866121868905,1699,735,5,1.0986122886681098,8,0,1,0,1,medium cost
894,853,0,0.6,1,1.3862943611198906,1,40,0.7,166,4,9,82.33439051057378,1382,2510,8,1.3862943611198906,6,1,1,0,2,high cost
895,1949,1,1.5,0,0.6931471805599453,1,7,0.5,175,8,19,86.3786502895941,1419,1406,5,0.6931471805599453,8,1,1,0,1,medium cost
896,1981,0,0.5,0,1.3862943611198906,0,38,0.2,103,5,10,62.86509113579277,1051,1392,5,0.0,11,0,0,0,1,medium cost
897,1556,1,2.9,1,1.791759469228055,1,21,0.5,197,3,19,111.14312549562615,1451,1969,11,1.3862943611198906,15,1,1,0,2,high cost
898,660,1,0.7,1,1.3862943611198906,0,12,0.4,161,8,14,84.84183785674149,799,3549,19,2.9444389791664403,12,1,0,1,2,high cost
899,1955,1,1.4,0,0.6931471805599453,0,30,0.2,91,6,2,54.82927472167812,759,2340,9,0.0,12,1,1,1,2,high cost
900,1567,0,0.6,1,1.9459101490553132,0,63,0.8,83,5,13,94.60760806502289,1112,1777,6,1.3862943611198906,19,1,1,0,1,medium cost
901,1307,0,2.1,0,1.791759469228055,0,44,0.1,189,5,6,86.77683440633048,1203,2402,5,1.6094379124341003,19,0,1,0,2,high cost
902,1421,1,2.9,0,1.0986122886681098,0,43,0.2,130,4,11,139.00005068202873,1556,845,14,1.9459101490553132,4,0,0,0,1,medium cost
903,1332,0,2.4,0,0.0,0,44,0.9,81,8,1,102.101054724672,832,1176,16,2.3978952727983707,10,0,1,1,0,low cost
904,1628,1,1.4,1,1.6094379124341003,0,3,0.4,184,6,20,78.8212069154723,1653,1624,11,0.6931471805599453,19,0,0,0,1,medium cost
905,1752,0,2.6,1,2.1972245773362196,1,17,0.4,115,5,10,124.34875497651855,1540,3323,19,2.4849066497880004,16,1,1,1,3,very high cost
906,1733,0,0.5,0,1.0986122886681098,0,20,0.5,156,8,3,77.26312731963758,1806,1197,8,2.0794415416798357,10,0,1,0,1,medium cost
907,1081,1,1.2,0,2.0794415416798357,0,51,0.2,194,2,11,17.031074087891476,1852,412,16,1.6094379124341003,7,1,0,0,0,low cost
908,854,1,2.6,1,0.6931471805599453,1,45,0.5,162,6,12,20.419949415781353,1146,2317,12,1.791759469228055,18,1,1,1,1,medium cost
909,1657,0,2.6,1,1.3862943611198906,1,22,0.5,87,4,20,117.31386468739244,1535,1852,15,1.791759469228055,12,1,1,0,2,high cost
910,1053,0,2.1,0,1.6094379124341003,0,12,0.1,95,7,7,2.1612691432569937,1089,3701,13,0.6931471805599453,17,0,1,0,3,very high cost
911,1370,0,2.9,0,1.0986122886681098,1,24,0.3,100,5,3,105.52709588067776,992,1672,10,1.6094379124341003,4,1,0,0,1,medium cost
912,1652,1,1.5,1,0.6931471805599453,0,57,0.1,175,6,17,88.73062667697654,714,489,12,1.0986122886681098,2,1,1,1,0,low cost
913,915,0,2.8,1,1.6094379124341003,0,22,1.0,174,5,12,102.101054724672,1840,572,7,0.6931471805599453,10,1,1,1,0,low cost
914,1272,1,0.5,0,0.6931471805599453,1,50,0.7,129,8,18,73.22598310354378,1970,2969,15,1.0986122886681098,10,1,0,1,3,very high cost
915,646,1,2.3,1,2.772588722239781,1,10,0.9,180,8,17,97.22297551152022,1135,3005,14,0.0,5,1,0,1,2,high cost
916,1359,1,0.9,1,1.9459101490553132,0,40,0.1,182,2,7,40.15083324286404,1030,2805,19,2.70805020110221,18,0,1,1,2,high cost
917,1691,0,0.5,0,0.0,0,24,0.3,119,1,3,102.97379237507263,1643,2900,16,1.791759469228055,19,1,0,0,3,very high cost
918,796,1,1.5,1,1.3862943611198906,0,62,0.7,99,8,12,53.97971818888204,843,434,16,1.0986122886681098,16,0,1,1,0,low cost
919,534,1,1.9,1,0.6931471805599453,1,60,0.2,159,1,18,126.65817630354846,1847,3599,10,1.6094379124341003,8,1,0,1,3,very high cost
920,721,1,2.6,1,0.6931471805599453,0,39,0.6,168,2,2,94.18493961814953,1509,3372,5,0.6931471805599453,6,0,0,0,2,high cost
921,675,1,2.8,0,2.4849066497880004,0,44,0.1,169,5,20,41.10260746361847,1109,2980,15,2.5649493574615367,6,1,1,1,2,high cost
922,1182,1,1.4,1,1.791759469228055,1,21,0.5,107,2,17,93.90162853706923,1346,1765,13,1.791759469228055,6,1,1,0,1,medium cost
923,1062,1,2.9,1,1.3862943611198906,1,12,0.3,152,2,10,118.41770532557192,1280,3664,9,1.9459101490553132,4,1,1,1,3,very high cost
924,732,1,0.5,0,0.6931471805599453,1,7,0.4,113,6,2,72.22163121606023,968,1423,13,1.0986122886681098,19,1,1,1,0,low cost
925,781,1,0.9,1,0.0,0,62,0.1,94,2,1,122.10856006994189,1667,1442,9,0.0,16,1,0,1,1,medium cost
926,790,1,1.0,1,2.302585092994046,1,45,0.1,200,6,20,119.75012506096624,1577,3184,17,1.791759469228055,13,1,0,1,3,very high cost
927,1480,1,0.9,0,0.0,0,62,0.9,199,1,0,81.30179551570896,868,1780,18,2.70805020110221,4,1,1,1,1,medium cost
928,946,1,1.0,0,2.6390573296152584,0,56,0.7,128,6,14,70.36778729432163,541,2565,17,2.3978952727983707,7,0,0,0,1,medium cost
929,1545,1,1.7,0,0.6931471805599453,1,59,0.7,183,3,20,43.48489108936344,721,1443,8,1.0986122886681098,16,1,0,1,0,low cost
930,898,0,2.7,0,0.0,0,16,0.2,81,4,4,41.84938070378439,1660,2286,5,0.0,4,1,0,0,2,high cost
931,1662,0,0.5,0,0.0,0,48,0.8,155,6,2,109.64016740919048,1362,2787,12,2.0794415416798357,19,1,0,1,3,very high cost
932,1056,0,2.2,0,1.9459101490553132,0,2,0.4,166,6,13,86.53822930834784,825,3215,16,2.1972245773362196,6,1,0,1,2,high cost
933,1074,0,1.4,1,0.0,1,17,0.7,115,1,6,98.29390862424302,1628,401,18,2.4849066497880004,12,1,1,0,0,low cost
934,1772,1,0.5,0,0.0,1,55,0.5,149,5,0,75.94830313630861,727,3346,17,1.0986122886681098,18,1,1,1,3,very high cost
935,694,1,0.5,1,1.9459101490553132,0,3,0.8,107,3,10,132.20601817106387,1514,991,11,1.3862943611198906,19,0,1,0,0,low cost
936,1387,1,1.0,0,0.0,1,3,0.9,154,6,5,27.924859502669406,655,2909,19,0.6931471805599453,4,1,1,0,2,high cost
937,1259,1,1.0,1,2.0794415416798357,1,6,0.1,110,7,11,142.5383171255452,1923,2897,16,2.70805020110221,19,1,0,0,3,very high cost
938,1066,1,2.4,0,1.9459101490553132,0,23,0.6,173,3,7,109.35829649987194,1026,896,12,2.302585092994046,10,0,0,1,0,low cost
939,940,1,2.0,1,2.0794415416798357,1,24,0.6,81,1,15,114.00410830740712,1845,2971,10,0.0,6,1,0,1,3,very high cost
940,1517,1,2.2,1,2.4849066497880004,0,19,0.3,179,2,16,63.93521486451514,1592,1972,11,0.0,13,0,0,1,2,high cost
941,986,0,1.4,1,1.9459101490553132,1,29,0.2,122,7,10,152.67310983053426,1911,2742,17,2.5649493574615367,15,1,0,0,3,very high cost
942,1595,1,1.1,0,1.6094379124341003,1,31,0.1,101,3,7,106.71048385912682,1052,2875,16,2.6390573296152584,13,1,1,0,3,very high cost
943,708,0,2.4,1,0.0,0,56,0.7,104,7,1,116.29569005776436,1695,1920,7,1.3862943611198906,11,1,1,0,1,medium cost
944,726,1,0.5,1,0.6931471805599453,1,6,0.7,183,5,2,36.95516812219202,628,1653,8,1.791759469228055,17,1,0,1,0,low cost
945,761,1,0.5,0,1.6094379124341003,1,5,0.8,181,1,17,89.26699468449681,829,3111,5,1.3862943611198906,14,1,0,0,2,high cost
946,643,0,2.6,0,0.0,1,8,0.3,115,4,4,100.57829112573472,1175,3740,8,2.0794415416798357,13,1,0,1,3,very high cost
947,871,1,1.7,1,0.0,0,56,0.6,124,6,2,82.92872510070002,1045,1794,13,1.6094379124341003,4,1,1,0,1,medium cost
948,1347,0,2.1,1,1.6094379124341003,0,44,0.8,97,2,14,41.477581497042145,792,399,16,1.0986122886681098,10,1,1,0,0,low cost
949,1659,0,2.7,0,2.9444389791664403,0,64,0.7,83,2,19,100.77052448820321,1979,1778,10,2.302585092994046,13,1,0,1,2,high cost
950,1259,0,1.2,0,0.0,1,61,0.5,82,5,15,116.3981504926861,1158,1415,10,0.6931471805599453,2,1,1,0,1,medium cost
951,544,0,1.6,0,1.791759469228055,1,39,0.1,91,6,7,34.166131776689426,718,3262,19,2.0794415416798357,19,1,1,0,2,high cost
952,1570,0,0.6,0,2.0794415416798357,0,12,0.2,141,8,13,83.26576095349019,517,1895,18,2.4849066497880004,5,0,0,1,1,medium cost
953,690,0,2.9,0,2.1972245773362196,0,38,0.9,154,1,10,99.73887335909507,750,3427,13,1.9459101490553132,20,0,0,0,2,high cost
